127.0.0.1 - - [03/Dec/2018:16:54:21 +0000] "GET /wp-admin/load-styles.php?c=1&dir=ltr&load%5B%5D=dashicons,admin-bar,common,forms,admin-menu,dashboard,list-tables,edit,revisions,media,themes,about,nav-menus,wp-pointer,widgets&load%5B%5D=,site-icon,l10n,buttons,wp-auth-check&ver=4.9.8 HTTP/1.0" 200 96157 "http://test2.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [03/Dec/2018:16:54:21 +0000] "GET /wp-admin/load-scripts.php?c=1&load%5B%5D=jquery-core,jquery-migrate,utils&ver=4.9.8 HTTP/1.0" 200 41526 "http://test2.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [03/Dec/2018:16:54:21 +0000] "GET /wp-admin/load-scripts.php?c=1&load%5B%5D=hoverIntent,common,admin-bar,thickbox,underscore,backbone,wp-util,wp-backbone,wp-a11y,customize-base,theme,updates,svg-painter,h&load%5B%5D=eartbeat,wp-auth-check&ver=4.9.8 HTTP/1.0" 200 51130 "http://test2.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [03/Dec/2018:16:54:22 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://test2.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [03/Dec/2018:16:54:31 +0000] "GET /wp-admin/themes.php?action=activate&stylesheet=test2&_wpnonce=453958264a HTTP/1.0" 302 0 "http://test2.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [03/Dec/2018:16:54:32 +0000] "GET /wp-admin/themes.php?activated=true HTTP/1.0" 200 43412 "http://test2.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [03/Dec/2018:16:54:33 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://test2.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [03/Dec/2018:16:54:38 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://test2.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [03/Dec/2018:16:54:41 +0000] "GET / HTTP/1.0" 200 18662 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [03/Dec/2018:16:54:42 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://test2.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [03/Dec/2018:16:55:33 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://test2.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [03/Dec/2018:16:56:02 +0000] "GET / HTTP/1.0" 200 14128 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [03/Dec/2018:16:56:03 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://test2.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [03/Dec/2018:16:57:11 +0000] "GET / HTTP/1.0" 200 14128 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [03/Dec/2018:16:57:12 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://test2.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [03/Dec/2018:16:57:34 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://test2.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [03/Dec/2018:16:58:57 +0000] "GET / HTTP/1.0" 200 14128 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [03/Dec/2018:16:58:57 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://test2.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [03/Dec/2018:16:59:10 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://test2.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [03/Dec/2018:17:00:10 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://test2.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [03/Dec/2018:17:02:10 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://test2.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [03/Dec/2018:17:04:11 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://test2.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [03/Dec/2018:17:05:11 +0000] "GET / HTTP/1.0" 200 14128 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [03/Dec/2018:17:05:12 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://test2.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [03/Dec/2018:17:06:11 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://test2.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [03/Dec/2018:17:06:25 +0000] "GET / HTTP/1.0" 200 14128 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [03/Dec/2018:17:06:26 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://test2.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [03/Dec/2018:17:08:11 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://test2.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [03/Dec/2018:17:08:33 +0000] "GET / HTTP/1.0" 200 14128 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [03/Dec/2018:17:08:34 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://test2.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [03/Dec/2018:17:11:24 +0000] "GET / HTTP/1.0" 200 14128 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [03/Dec/2018:17:11:25 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://test2.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [03/Dec/2018:17:12:53 +0000] "GET / HTTP/1.0" 200 14128 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [03/Dec/2018:17:12:54 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://test2.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [03/Dec/2018:17:14:14 +0000] "GET / HTTP/1.0" 200 14056 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [03/Dec/2018:17:14:14 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://test2.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [03/Dec/2018:17:16:15 +0000] "GET / HTTP/1.0" 200 14087 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [03/Dec/2018:17:16:16 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://test2.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [03/Dec/2018:17:16:58 +0000] "GET / HTTP/1.0" 200 14087 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [03/Dec/2018:17:16:59 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://test2.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [03/Dec/2018:17:21:23 +0000] "GET / HTTP/1.0" 200 14087 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [03/Dec/2018:17:21:24 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://test2.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [03/Dec/2018:17:24:50 +0000] "GET / HTTP/1.0" 200 14087 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [03/Dec/2018:17:24:51 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://test2.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [03/Dec/2018:17:31:39 +0000] "GET / HTTP/1.0" 200 14155 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [03/Dec/2018:17:31:41 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://test2.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [03/Dec/2018:17:33:13 +0000] "GET / HTTP/1.0" 200 14153 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [03/Dec/2018:17:33:14 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://test2.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [03/Dec/2018:17:33:47 +0000] "GET / HTTP/1.0" 200 14152 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [03/Dec/2018:17:33:48 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://test2.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [03/Dec/2018:17:36:54 +0000] "GET / HTTP/1.0" 200 14177 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [03/Dec/2018:17:36:54 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://test2.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [03/Dec/2018:17:37:07 +0000] "GET / HTTP/1.0" 200 14154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [03/Dec/2018:17:37:08 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://test2.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [03/Dec/2018:17:37:23 +0000] "GET / HTTP/1.0" 200 14154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [03/Dec/2018:17:37:24 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://test2.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [03/Dec/2018:17:39:31 +0000] "GET / HTTP/1.0" 200 14153 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [03/Dec/2018:17:39:32 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://test2.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [03/Dec/2018:17:40:52 +0000] "GET / HTTP/1.0" 200 14153 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [03/Dec/2018:17:40:53 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://test2.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [03/Dec/2018:17:41:58 +0000] "GET / HTTP/1.0" 200 14172 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [03/Dec/2018:17:41:59 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://test2.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [03/Dec/2018:17:45:08 +0000] "GET / HTTP/1.0" 200 14197 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [03/Dec/2018:17:45:09 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://test2.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [03/Dec/2018:17:47:04 +0000] "GET / HTTP/1.0" 200 14197 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [03/Dec/2018:17:47:05 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://test2.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [03/Dec/2018:17:49:03 +0000] "GET / HTTP/1.0" 200 14197 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [03/Dec/2018:17:49:04 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://test2.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [03/Dec/2018:17:50:04 +0000] "GET / HTTP/1.0" 200 14197 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [03/Dec/2018:17:50:06 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://test2.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
